system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
12,1437440000000,-113.88459,20,Biomass,,71,93,103,120,143,157,171,192,208,215,240,256,263,279,295,320,336,349,365,15,21,39,57,68,81,106,124,140,159,163,179,202,211,239,252,271,287,290,311,330,339,1,4,19,38,1422,2450,1884,2563,3297,3864,4162,4208,3989,3495,3530,3698,3061,3010,3112,2525,2354,2845,2778,2923,2614,2206,3256,2568,2569,2616,2892,3499,2848,3900,3800,3283,3229,289,2903,2709,2648,3266,2196,2286,2649,1279,863,881,1884,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88459,46.75143]}",,1227,2565,1913,3424,6702,7122,7127,7454,7512,7256,7097,6901,6743,6593,6774,2377,2011,2366,2198,3088,2104,2545,5668,4919,4354,5646,5850,6356,7616,7268,7117,7021,6775,338,6489,6954,6738,5536,2037,2176,2504,924,1214,1233,1594,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88459,46.75143]}"
13,1437440000000,-113.88261,21,Biomass,,71,93,103,120,142,157,174,192,208,215,240,249,263,279,295,320,336,349,365,15,21,39,57,66,81,106,124,140,158,163,179,202,211,239,252,262,287,290,311,330,339,1,4,18,38,1441,1955,1860,2658,2838,3874,3776,4208,4012,3628,3613,3617,2885,3010,3131,1984,1867,2438,2779,1983,2614,2206,3256,4010,2075,2581,2997,3499,4112,3977,3934,3283,3480,244,3119,2811,2661,3266,2196,2109,2543,1330,820,1934,1707,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88261,46.74842]}",,1217,1814,1786,3571,6689,7124,7522,7454,7528,7185,6960,6809,6333,6593,6842,1593,1445,1983,2196,1848,2104,2545,5668,4927,4393,5829,5746,6356,6892,7086,7208,7021,6758,278,6363,7497,6767,5536,2037,2007,2501,928,894,1570,1292,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88261,46.74842]}"
14,1437440000000,-113.88403,22,Biomass,,71,93,110,120,142,157,171,192,208,215,240,251,268,279,293,320,336,349,1,15,21,39,64,66,81,110,124,140,159,163,179,202,211,239,252,271,273,290,311,330,339,1,4,19,38,1422,2443,2000,2477,3037,3642,4162,3854,3442,3495,3201,3632,2816,2886,3125,2313,2430,2845,2410,3238,2955,2333,3197,2197,2412,3163,2895,3316,2848,3456,3383,2892,2985,188,2903,2609,2650,3276,2302,2478,3089,1071,937,785,2020,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88403,46.75237]}",,1227,2561,2851,3529,7311,7273,7127,7384,7472,7256,7209,7050,7737,6653,7363,2152,2309,2366,2439,4690,2619,2946,4026,6133,4271,6190,6136,6444,7616,7094,7043,6739,6814,234,6489,7468,7107,5686,2236,2587,3550,820,1781,1229,1844,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88403,46.75237]}"
15,1437440000000,-113.88482,24,Biomass,,71,93,103,120,142,157,174,192,208,215,240,256,263,283,295,315,336,349,365,15,21,39,64,66,81,106,124,140,159,163,179,202,223,239,254,262,273,290,311,330,339,1,4,18,38,1546,2014,1311,2924,2494,3816,3410,3908,3368,3366,3596,3509,2883,3276,2923,2329,1762,2497,2732,1983,2646,1385,1433,3917,2075,2232,2718,3316,2912,3840,3422,3281,2721,208,2972,2663,2518,3565,2152,2140,2196,1158,667,1814,1556,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88482,46.74804]}",,1441,1959,1181,4334,6280,7144,7425,7156,7044,7207,7115,6683,6156,6536,6902,1914,1579,2036,2165,1848,2364,1536,1880,4875,4393,5457,5532,6292,7570,7059,6783,6490,7298,242,6051,7334,6226,9709,2013,2121,2515,855,819,1419,1374,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88482,46.74804]}"
16,1409180000000,-113.84053,25,Biomass,,67,91,110,128,142,157,174,192,208,215,240,249,263,279,295,320,336,351,1,15,21,39,63,69,81,106,124,140,156,163,179,202,211,226,255,271,287,290,311,330,339,359,2,19,38,1669,2595,2140,2497,2657,4202,3561,3884,3663,3370,3077,3114,2383,2163,2125,1155,1307,3166,755,1478,2162,1838,2633,2370,2127,2702,2699,3274,3894,3720,3611,3048,3190,3525,2464,2220,1760,2593,2364,1329,1674,143,1087,961,1673,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84053,46.75571]}",,2548,2807,3146,2876,6087,7638,7820,7455,7648,7470,7394,7301,6945,7010,7484,1961,2157,3353,1570,4075,2825,3029,5024,3989,5250,6122,5993,6532,7040,7453,7165,6833,7220,6940,7606,7249,7290,8893,3258,2751,4398,323,2174,1175,2455,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84053,46.75571]}"
17,1409180000000,-113.84168,26,Biomass,,67,91,110,128,132,157,174,192,206,215,240,249,268,279,293,320,336,351,1,15,21,44,63,67,89,110,124,129,156,176,186,202,211,226,255,271,287,290,311,330,339,359,2,17,38,1669,2595,2526,2706,2464,3952,3467,3889,3344,3244,3110,3145,2498,2674,2746,1161,1961,3166,1344,1361,2603,1898,2633,2016,2949,3298,2861,2553,3816,4520,3428,3042,3074,3256,2464,2222,2165,2938,2149,2178,2377,292,1087,1349,2077,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84168,46.75592]}",,2548,2807,3889,3605,2764,7793,7713,7519,7811,7464,7107,6919,7703,6977,7740,1641,2241,3353,1837,3682,2387,2723,5020,3417,4104,6752,6161,7469,7058,7249,7415,7264,7119,6897,7606,7481,7880,9338,2512,2930,3289,557,2174,1291,2343,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84168,46.75592]}"
18,1409180000000,-113.84254,27,Biomass,,67,91,110,128,132,157,174,183,206,215,240,249,268,279,295,315,336,351,1,15,21,37,63,67,89,106,124,129,159,166,186,202,223,226,255,271,287,290,311,330,339,359,2,19,38,2541,2158,2475,2708,2823,3639,3511,3481,3344,3361,3234,3283,3015,2886,2461,1391,2183,3166,1790,2896,2616,2448,3200,2036,2949,2717,2792,2566,2980,2891,3161,3005,2647,3259,2642,2698,2365,2938,2489,2313,2952,38,2609,1441,2086,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84254,46.75481]}",,3580,2103,3569,3230,3312,7483,7638,7435,7811,7199,7379,7084,7640,6699,7435,1245,2130,3353,1806,4004,2788,2084,4307,2271,4104,6625,5800,7411,7780,8153,7046,6990,7676,6899,7351,7468,7806,9338,2747,1889,2659,55,2883,1380,2074,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84254,46.75481]}"
19,1409180000000,-113.84751,28,Biomass,,67,91,110,121,142,157,174,187,208,215,240,249,268,279,293,315,336,351,1,15,21,37,63,65,89,106,117,129,159,166,179,202,211,226,255,262,278,290,311,330,339,2,4,19,38,2010,1645,2022,1682,2409,3525,2867,3875,3207,2993,2713,2679,2264,2459,2462,1179,1254,2720,1412,2060,2184,1894,2447,2052,2554,2231,2646,2244,2897,2934,3196,2699,2632,3235,2389,2748,2097,3123,1677,1347,1966,1669,977,1844,1501,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84751,46.75267]}",,3422,1286,3139,1689,5459,7337,7138,7103,7174,7075,6942,6882,7807,6442,7391,1379,1998,3348,1910,3307,2309,1680,4666,3299,4430,4686,4724,6956,7633,8212,6803,6683,6658,6874,7351,8232,8563,8767,2403,2146,2649,2129,1508,1702,1887,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84751,46.75267]}"
20,1409180000000,-113.84368,29,Biomass,,67,91,110,128,132,157,174,183,206,215,240,249,268,279,295,315,336,351,1,15,21,37,63,67,89,106,124,129,159,166,186,202,223,226,255,271,287,290,311,330,339,359,2,19,38,2541,2158,2475,2708,2823,3639,3511,3481,3344,3361,3234,3283,3015,2886,2461,1391,2183,3166,1790,2896,2616,2448,3200,2036,2949,2717,2792,2566,2980,2891,3161,3005,2647,3259,2642,2698,2365,2938,2489,2313,2952,38,2609,1441,2086,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84368,46.75507]}",,3580,2103,3569,3230,3312,7483,7638,7435,7811,7199,7379,7084,7640,6699,7435,1245,2130,3353,1806,4004,2788,2084,4307,2271,4104,6625,5800,7411,7780,8153,7046,6990,7676,6899,7351,7468,7806,9338,2747,1889,2659,55,2883,1380,2074,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84368,46.75507]}"
21,1440030000000,-113.89018,35,Biomass,,71,93,110,120,142,157,171,187,208,222,240,249,263,279,293,320,336,349,365,15,26,45,59,66,81,109,124,133,158,176,179,202,223,239,254,271,287,290,311,330,339,1,4,30,38,408,2426,1411,2239,1666,2997,3353,4053,3487,2834,3086,2825,2228,2515,2285,1731,1387,2393,2355,2465,2636,2163,2129,2447,1558,2378,2781,3109,3575,3679,3271,2308,2429,63,2863,2225,2543,3344,1852,2170,2589,-58,1136,851,1484,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89018,46.75543]}",,348,2699,1518,3526,3601,6608,6424,7265,7081,6728,6680,6600,6277,6340,6956,1585,1269,2030,1962,2890,2903,4343,6998,7400,2368,6292,5827,6230,6662,7215,6595,6031,6916,80,6377,6741,6865,5761,1748,1874,2339,-49,1614,1439,1397,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89018,46.75543]}"
22,1440030000000,-113.89183,36,Biomass,,71,93,103,120,142,157,171,183,206,215,240,249,268,283,293,320,336,349,365,15,26,45,49,66,81,109,124,140,159,163,186,202,223,239,255,271,287,290,311,330,339,1,4,30,38,522,2426,980,2334,1500,3578,3353,2981,2221,2336,2713,3019,1771,2926,1448,869,1861,2393,1573,1345,1004,1402,1718,2742,1504,2009,2668,2511,2794,3299,2773,2066,2287,63,2261,1692,2167,3344,1020,2004,2217,643,1107,833,1617,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89183,46.75427]}",,530,2699,1390,3524,3652,7057,6424,6642,6618,6523,6060,6276,7098,6135,7417,1351,1456,2030,1507,2522,1511,6518,1718,7715,2407,5596,5459,5765,7312,6575,6230,6320,6975,80,6769,6804,7205,5761,1154,1768,1783,417,1374,1494,1293,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89183,46.75427]}"
23,1440030000000,-113.88744,37,Biomass,,71,92,110,120,142,157,171,192,208,215,240,251,267,283,293,320,336,349,365,15,26,39,63,66,81,107,124,140,159,163,177,202,211,239,254,262,278,290,311,330,339,1,4,30,38,334,916,961,2678,1148,3089,2953,2615,2988,2611,2474,3129,2838,2474,937,793,-34,635,2355,902,1114,2389,895,2339,859,1770,2624,2343,1840,2516,2115,2100,2625,-113,2674,1418,1187,2414,353,1308,2358,633,546,682,128,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88744,46.75664]}",,427,1454,1425,4336,3060,6836,6205,6691,6715,6653,6473,6984,6539,6623,7050,2853,-107,1055,1962,2500,2187,2974,2778,7215,1964,5871,5248,5088,6684,6603,7271,6880,6435,-148,6361,8162,9356,5187,715,2059,2560,477,924,1074,441,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88744,46.75664]}"
24,1440030000000,-113.88892,39,Biomass,,71,93,103,120,143,157,171,192,208,215,240,249,263,279,293,320,336,349,365,15,21,39,59,68,81,106,124,140,159,163,179,202,211,239,254,271,287,290,311,330,339,1,4,30,38,1059,2287,1907,2506,3434,3582,4051,3800,3487,3239,3086,3199,2754,2713,2942,2170,2119,2751,2747,2719,2612,2333,2129,2568,1558,2366,2781,3223,2848,3434,3271,2689,2748,251,2863,2496,2543,3344,1868,2606,2589,764,1136,979,1676,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88892,46.75302]}",,862,2216,1911,3594,7001,7145,7010,7183,7081,6929,6680,6611,6436,6188,6934,1819,1700,2091,2084,2739,2021,2946,6998,4919,2368,5429,5827,6134,7616,6888,6595,6190,6267,299,6377,6632,6865,5761,1561,2282,2339,532,1614,1223,1289,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88892,46.75302]}"
25,1439940000000,-113.89397,40,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,26,48,53,69,89,106,113,130,159,163,179,200,211,225,252,266,273,290,311,332,339,1,1,26,38,829,1796,1214,1194,1243,2671,1993,2852,3059,2734,2761,2768,2485,2218,2105,916,1892,1819,900,900,1763,2499,2183,2151,1793,1461,1674,2719,1663,2585,2944,2216,2597,2520,2656,2068,1993,3137,2140,2239,1733,1593,1593,2725,1584,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89397,46.32041]}",,926,2089,1782,1261,1839,4166,6016,7085,7461,7539,7356,7304,7046,7411,7907,1236,2989,1589,938,938,3733,3581,2867,3794,2644,2200,4201,5295,7293,6885,7215,7653,7312,7571,7189,7032,7442,7044,2855,4768,2301,1625,1625,3351,2442,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89397,46.32041]}"
26,1439940000000,-113.89884,41,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,30,44,53,69,89,106,113,130,159,163,179,200,211,225,252,263,287,290,311,332,339,1,1,25,38,1053,1939,1575,1808,1590,4289,1850,3280,3693,3174,2920,3294,2247,2402,2620,1060,2443,1879,1252,1252,2589,2154,1957,2252,2742,1752,1881,6100,1938,3166,3523,2396,3084,3048,2654,3058,2548,3479,2507,2687,2027,1622,1622,2247,2003,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89884,46.3187]}",,1096,2073,2732,1788,2124,6096,6896,7172,7468,7461,7373,7089,7125,7110,7669,1191,2746,1581,1297,1297,2645,2594,2162,3519,3944,2496,4643,7054,7478,6971,6901,7896,7241,7652,7021,6972,7754,7043,3155,3414,2887,1461,1461,2127,1934,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89884,46.3187]}"
27,1439940000000,-113.89635,42,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,30,44,53,69,89,106,113,130,159,163,179,200,211,225,255,266,287,290,311,332,339,1,1,25,38,800,1939,1670,1659,1553,4243,1850,2577,2688,2498,2554,2797,2695,2402,2620,851,1426,1879,1331,1331,2378,1573,2278,1580,2742,1546,1724,3371,2079,2549,3202,2107,2598,2179,2558,2413,1820,2910,1734,2165,2409,1622,1622,2318,1308,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89635,46.31865]}",,793,2073,2725,2168,2449,6471,6896,6635,6971,7277,6851,6977,7327,7110,7669,733,1276,1581,1382,1382,3098,2332,2772,1920,3944,2345,3841,6891,7173,6536,7203,7503,6850,6969,7707,7099,7753,6722,1747,3127,2708,1461,1461,3037,1131,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89635,46.31865]}"
28,1439940000000,-113.90178,43,Biomass,,71,81,110,121,133,149,172,192,208,222,240,249,263,279,293,320,336,349,1,1,26,44,53,67,89,106,113,130,159,163,179,200,211,225,255,266,287,290,311,330,339,1,1,25,38,1006,2345,1387,1883,1565,3131,2496,3658,4026,3514,3597,3612,3311,3356,3194,1526,2758,2386,1923,1923,2403,1901,2428,1589,674,1828,1895,6100,2594,3612,3783,3283,3581,3041,2676,3221,2843,3479,2339,2454,2725,2214,2214,3129,2404,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90178,46.31702]}",,772,2718,1411,1879,1603,5060,6410,7344,7330,7788,7146,7433,6932,7133,7089,1250,2232,1786,1433,1433,2346,1692,2086,1356,1038,2314,2316,7054,7697,7251,7294,7843,7476,7618,7675,7030,7919,7043,2108,1905,2214,1546,1546,3108,2110,2,3,2,2,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90178,46.31702]}"
29,1408410000000,-113.8046,66,Biomass,,71,91,110,121,142,153,174,192,208,217,240,249,263,279,295,320,336,351,1,1,21,39,59,78,86,106,124,140,159,163,179,202,211,226,252,262,278,290,310,332,339,2,12,19,38,1106,543,1549,2018,3028,3832,4025,4198,4048,3946,3412,3657,3156,3216,2596,1548,1220,2644,1637,1637,1699,2114,3197,2359,2001,2270,2764,3328,3626,3736,4122,3954,3823,3714,2966,3302,3148,3172,1433,2163,2646,1882,750,1737,1150,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8046,46.72836]}",,1169,548,2439,3207,6376,6707,7558,7354,7466,7419,7337,7144,6624,6601,5845,1146,1519,2864,1514,1514,1318,3760,6319,5003,6279,5176,5351,6124,7746,7151,7150,7397,7232,6549,6892,8066,7968,7673,1793,2050,3225,1463,1097,1418,1210,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8046,46.72836]}"
30,1408670000000,-113.80245,68,Biomass,,71,91,110,121,142,153,174,192,208,217,240,249,263,279,295,320,336,351,365,15,21,48,59,78,86,106,124,140,156,163,179,202,211,226,252,266,278,290,311,332,339,2,12,19,40,1106,543,1549,2125,2636,3672,3382,3251,3765,3946,3412,3252,2478,2647,1361,576,1220,2651,1593,1447,1856,2947,3157,2359,2001,1516,2203,3038,3050,3095,3865,3225,3289,4088,2966,1953,3148,3144,1731,1688,2646,1153,750,1623,1137,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80245,46.72944]}",,1169,548,2439,3824,6817,7045,7808,7547,7584,7419,7337,7290,7405,7061,5671,1290,1519,2810,1945,3244,1848,5578,6164,5003,6279,5256,5615,6529,6930,7447,7186,7660,7663,7597,6892,6868,7968,8638,2747,2287,3225,1584,1097,1557,2466,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80245,46.72944]}"
31,1408410000000,-113.79951,69,Biomass,,71,91,110,128,142,153,174,192,208,217,240,245,268,283,293,320,336,351,1,15,21,48,59,78,81,106,124,140,159,163,177,202,223,226,252,271,287,290,311,332,339,2,2,25,38,314,985,2490,2033,2544,3548,3101,3698,2998,3417,2662,3026,2576,3184,3156,1557,2138,2047,1544,1685,2379,2855,2886,2511,2391,2154,2668,2736,2505,3508,3612,2739,3252,3714,2365,2498,2946,3142,2067,2486,2122,1096,1096,428,1064,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.79951,46.73069]}",,225,776,4283,3209,5786,6238,6546,6659,6392,6597,6069,6847,6774,5875,6200,1068,1491,1872,1093,1506,1644,4363,5225,5144,5756,5115,5187,5324,7290,6632,7167,5823,7113,6549,5634,6878,6007,8820,1797,2040,2290,1234,1234,830,779,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.79951,46.73069]}"
32,1408410000000,-113.80087,70,Biomass,,71,91,110,121,142,153,174,192,208,217,240,249,265,279,295,320,336,351,1,1,21,48,59,78,86,106,124,140,159,163,179,202,211,226,254,268,273,290,311,332,339,2,15,19,40,756,602,1937,2915,2912,3800,3780,3377,4215,3052,3849,3698,3216,2216,2459,1219,1853,2578,729,729,1856,2855,3144,2383,1951,1919,2607,3230,3333,3064,4102,2736,2888,3714,3321,2139,1998,3142,1731,3135,3754,2056,1595,1625,1074,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80087,46.73029]}",,677,977,4082,5004,6374,6674,7550,7247,7469,7214,7192,6884,6372,6429,6042,1074,1855,2344,1404,1404,1848,4363,6005,6459,7433,5916,5586,6145,7674,7371,7151,7030,7099,6549,6806,6370,7026,8748,2747,2710,3554,1623,1213,1564,1297,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80087,46.73029]}"
33,1405640000000,-113.90021,71,Biomass,,75,81,111,121,142,153,172,192,194,210,240,249,265,283,293,315,334,349,365,8,31,44,63,67,81,106,124,130,159,163,179,195,211,225,254,266,288,290,311,330,339,2,2,26,38,2702,2584,3377,2693,2885,3587,3237,3439,3745,3520,2910,2994,2762,3247,2902,3999,3343,3151,3730,3376,2728,2980,2910,2714,2570,2545,2758,3465,3208,3577,3255,3160,2708,2524,2962,2557,3146,3811,2523,3165,3165,2867,2867,2904,2613,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90021,46.47168]}",,3061,3223,5859,5236,6332,6385,7205,6487,6383,6181,5887,6356,6013,6333,6369,3816,3261,2663,3408,3474,4981,6157,5135,5779,5623,5516,5347,6393,7207,6600,6191,6128,5680,5901,5803,5779,6140,6449,2201,3976,5043,2736,2736,2163,2253,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90021,46.47168]}"
